address_id,street,city,state,zip
172,48145 Mockingbird Way,Irvine,CA,92619
173,1 Thompson Alley,Gainesville,FL,32605
174,6 Glendale Pass,Amarillo,TX,79105
175,80 Dawn Hill,Toledo,OH,43615
176,2053 Nobel Park,Denver,CO,80249
177,94 Daystar Pass,Virginia Beach,VA,23459
178,81238 Fairview Park,Seattle,WA,98133
179,06 Cottonwood Park,Pasadena,CA,91131
180,22 Pearson Way,New York City,NY,10105
181,35 Moose Lane,Boca Raton,FL,33432
182,2 Surrey Road,Los Angeles,CA,90045
183,7 Veith Junction,Birmingham,AL,35285
184,57 La Follette Pass,Little Rock,AR,72209
185,16638 Continental Crossing,Woburn,MA,01813
186,98 Stang Drive,Cincinnati,OH,45233
187,330 Moose Avenue,Chicago,IL,60630
188,7 John Wall Pass,Rochester,NY,14683
189,72 Lillian Drive,Houston,TX,77005
190,2542 Farragut Center,Birmingham,AL,35242
191,331 Shelley Avenue,Port Charlotte,FL,33954
192,25 Bayside Alley,Cincinnati,OH,45999
193,5 Mosinee Crossing,Dallas,TX,75221
194,04 Cascade Plaza,Minneapolis,MN,55417
195,327 Fairfield Lane,Cincinnati,OH,45249
196,69 Northridge Lane,Cedar Rapids,IA,52405
197,5757 Pleasure Park,Waterbury,CT,06721
198,69142 Kingsford Park,Akron,OH,44393
199,87 Judy Center,Lexington,KY,40581
200,2 Dexter Junction,Ashburn,VA,22093
201,71 Hoard Junction,Levittown,PA,19058
202,524 Trailsway Trail,Spokane,WA,99252
203,69 Moose Lane,Monticello,MN,55590
204,5 Meadow Ridge Street,Anderson,SC,29625
205,57014 Monument Road,Washington,DC,20205
206,2361 Hauk Center,Cincinnati,OH,45228
207,77859 Esker Pass,Lima,OH,45807
208,732 Nobel Pass,Lakeland,FL,33805
209,56 Village Avenue,Augusta,GA,30911
210,32326 Autumn Leaf Crossing,Roanoke,VA,24009
211,8561 Weeping Birch Drive,Topeka,KS,66642
212,98896 Golf View Trail,Houston,TX,77090
213,26636 Columbus Hill,Shreveport,LA,71130
214,3 Mallard Lane,Stamford,CT,06922
215,101 Straubel Way,Minneapolis,MN,55470
216,40434 Talisman Road,Sterling,VA,20167
217,936 Welch Court,Los Angeles,CA,90060
218,6169 Hintze Pass,Florence,SC,29505
219,8 Straubel Pass,San Jose,CA,95133
220,63395 Larry Lane,Reston,VA,20195
221,05 Northview Terrace,Memphis,TN,38136
222,1 Hansons Circle,Madison,WI,53705
223,9541 Morningstar Junction,Burbank,CA,91520
224,74964 Onsgard Pass,Fairbanks,AK,99709
225,8211 Grover Parkway,Corpus Christi,TX,78415
226,3 Nova Point,New York City,NY,10184
227,707 Bluestem Crossing,Vero Beach,FL,32969
228,39 Dakota Road,New York City,NY,10184
229,93 Cambridge Center,Cincinnati,OH,45203
230,2 Chive Parkway,Detroit,MI,48206
231,735 Grover Plaza,Hyattsville,MD,20784
232,6476 Comanche Street,Los Angeles,CA,90030
233,81079 Lukken Parkway,Bradenton,FL,34282
234,2 Hansons Junction,Anaheim,CA,92812
235,9 Dawn Junction,Greensboro,NC,27455
236,649 Sachtjen Crossing,Buffalo,NY,14215
237,0 Fisk Drive,Washington,DC,20530
238,21 Brickson Park Terrace,Miami,FL,33233
239,1 Mcguire Drive,Fort Myers,FL,33906
240,7975 Delaware Plaza,Boise,ID,83732
241,14 Annamark Hill,Wilmington,DE,19810
242,06087 Hauk Hill,Norfolk,VA,23520
243,59 Center Place,Petaluma,CA,94975
244,40 Upham Lane,Boston,MA,02163
245,0614 Browning Point,Richmond,VA,23293
246,42617 Ryan Road,New York City,NY,10131
247,4 Veith Road,Fort Lauderdale,FL,33315
248,08 Memorial Street,Los Angeles,CA,90050
249,777 Texas Center,San Diego,CA,92191
250,6746 Charing Cross Lane,Marietta,GA,30066
251,824 Hovde Point,Chattanooga,TN,37410
252,649 Hintze Drive,Erie,PA,16550
253,623 Mifflin Pass,Carol Stream,IL,60158
254,30190 Schiller Circle,Lakewood,WA,98498
255,847 Towne Plaza,Huntington,WV,25726
256,7663 Lerdahl Drive,Phoenix,AZ,85045
257,3399 Vernon Avenue,Bethesda,MD,20816
258,080 Spenser Pass,Henderson,NV,89012
259,41952 Dexter Circle,Moreno Valley,CA,92555
260,65 Crest Line Way,Albuquerque,NM,87201
261,4 International Center,Glendale,AZ,85305
262,731 Village Green Park,San Francisco,CA,94177
263,6152 Bunting Street,Cincinnati,OH,45249
264,0442 Meadow Valley Pass,Oklahoma City,OK,73142
265,0350 South Park,Charlotte,NC,28220
266,66613 Ridge Oak Road,Los Angeles,CA,90050
267,73 Golden Leaf Pass,Washington,DC,20456
268,3450 Hoard Parkway,Fort Worth,TX,76115
269,405 Springview Circle,Tucson,AZ,85754
270,0765 Grasskamp Point,Ogden,UT,84409
271,25 Lakewood Gardens Park,Memphis,TN,38168
272,34 Division Alley,Buffalo,NY,14205
273,926 Dottie Crossing,Honolulu,HI,96805
274,877 Express Crossing,Des Moines,IA,50330
275,6820 Mandrake Avenue,Atlanta,GA,30306
276,31629 Sommers Avenue,Saint Louis,MO,63104
277,7 Union Drive,Las Vegas,NV,89155
278,50342 Quincy Lane,Herndon,VA,22070
279,99859 Elmside Hill,Stockton,CA,95210
280,970 Schurz Lane,Grand Junction,CO,81505
281,1 Stoughton Junction,Greensboro,NC,27455
282,3 Scott Place,Fort Worth,TX,76147
283,00 Red Cloud Drive,Honolulu,HI,96810
284,1099 Blackbird Lane,West Palm Beach,FL,33411
285,9 Pierstorff Hill,Providence,RI,02912
286,8 Dahle Park,Sacramento,CA,94273
287,25117 Anderson Place,Erie,PA,16505
288,86447 Del Sol Crossing,Birmingham,AL,35231
289,9161 Del Sol Alley,Tampa,FL,33625
290,1 Sage Place,Akron,OH,44321
291,3 Rusk Crossing,Richmond,CA,94807
292,16411 Sunbrook Street,Jacksonville,FL,32244
293,771 Rowland Center,Chicago,IL,60604
294,4096 Bultman Road,Columbus,OH,43240
295,326 Manley Terrace,Houston,TX,77040
296,762 Monica Junction,Hartford,CT,06145
297,82535 Nobel Plaza,Saint Petersburg,FL,33737
298,673 Southridge Parkway,Austin,TX,78715
299,1 Oak Pass,Hamilton,OH,45020
300,56936 Lyons Point,New Orleans,LA,70187
301,412 Beilfuss Junction,Van Nuys,CA,91406
302,5975 Hauk Terrace,Asheville,NC,28805
303,9834 Vermont Center,Knoxville,TN,37995
304,08 Walton Pass,Tucson,AZ,85743
305,7 Warrior Lane,Montgomery,AL,36109
306,03 Toban Court,Pittsburgh,PA,15266
307,6698 Corry Circle,San Jose,CA,95133
308,67581 David Alley,Portsmouth,NH,00214
309,8812 Randy Alley,Atlanta,GA,30375
310,35872 Sachtjen Avenue,San Rafael,CA,94913
311,7 Northridge Hill,Fullerton,CA,92835
312,665 Carpenter Point,Sandy,UT,84093
313,25 Red Cloud Place,Austin,TX,78769
314,4 Lerdahl Avenue,Fort Pierce,FL,34981
315,14371 Main Plaza,Wilmington,NC,28405
316,55666 Sommers Alley,Bryan,TX,77806
317,597 Muir Avenue,Knoxville,TN,37995
318,78 Northland Lane,San Diego,CA,92115
319,78401 Arkansas Street,Anchorage,AK,99512
320,3579 1st Terrace,Norfolk,VA,23504
321,18 Hanson Way,North Little Rock,AR,72118
322,44 Calypso Terrace,Albany,NY,12255
323,4 Claremont Avenue,Houston,TX,77070
324,78 Montana Way,Washington,DC,20226
325,52 Cambridge Center,Saint Louis,MO,63143
326,40599 Chinook Point,Charleston,SC,29424
327,20 Bellgrove Park,Ocala,FL,34479
328,79189 Ramsey Center,Anaheim,CA,92805
329,96019 Cherokee Center,Bronx,NY,10459
330,70745 Twin Pines Center,Orlando,FL,32803
331,00723 Oriole Road,Washington,DC,20591
332,56 Kings Center,Albuquerque,NM,87105
333,907 Almo Lane,Wilmington,DE,19805
334,2 Rutledge Junction,Columbia,SC,29220
335,43 Hanover Road,Saint Cloud,MN,56398
336,32912 Summerview Park,Houston,TX,77045
337,3434 Dwight Trail,San Antonio,TX,78291
338,53 Bellgrove Way,Tucson,AZ,85705
339,82704 Farmco Park,Moreno Valley,CA,92555
340,12716 American Court,Gastonia,NC,28055
341,0059 Sutteridge Drive,Louisville,KY,40220
342,0931 Bay Hill,Greensboro,NC,27455
343,8 Northfield Junction,Richmond,VA,23203
344,67920 Barby Lane,Schenectady,NY,12305
345,34 Cardinal Place,Hattiesburg,MS,39404
346,30 Brown Hill,Raleigh,NC,27626
347,787 Alpine Hill,Richmond,VA,23213
348,847 Buhler Street,Las Vegas,NV,89193
349,6352 Memorial Trail,Baltimore,MD,21290
350,568 Havey Crossing,Cincinnati,OH,45264
351,81 Barby Street,Saint Louis,MO,63126
352,90124 6th Road,Little Rock,AR,72204
353,58243 Caliangt Crossing,Lafayette,IN,47905
354,859 Hollow Ridge Way,Chicago,IL,60630
355,594 Gale Park,Columbia,MO,65218
356,13327 Vahlen Terrace,Seattle,WA,98166
357,76867 Montana Street,Phoenix,AZ,85099
358,99 Towne Pass,New York City,NY,10115
359,73 Emmet Hill,Fort Worth,TX,76147
360,43115 Londonderry Terrace,Santa Clara,CA,95054
361,43275 Thompson Place,Chicago,IL,60697
362,797 Oriole Avenue,Everett,WA,98206
363,34827 Pearson Place,Ashburn,VA,22093
364,04 Warner Trail,Boulder,CO,80328
365,481 Continental Circle,Tulsa,OK,74126
366,18 Moose Road,Chicago,IL,60630
367,33 Laurel Terrace,Tyler,TX,75710
368,2 Miller Street,Bozeman,MT,59771
369,32 Melvin Pass,Jacksonville,FL,32259
370,1706 Messerschmidt Alley,Memphis,TN,38126
371,54508 Crowley Road,Sioux Falls,SD,57110
372,9697 Hooker Park,Shreveport,LA,71161
373,38878 Summerview Point,Littleton,CO,80126
374,3 Roxbury Court,Port Saint Lucie,FL,34985
375,5033 Clarendon Hill,Mesquite,TX,75185
376,01417 Columbus Center,Cleveland,OH,44185
377,98314 Lien Lane,Omaha,NE,68164
378,17781 Butterfield Terrace,Rochester,NY,14639
379,39 Sundown Street,Mobile,AL,36689
380,00079 Talisman Pass,Concord,CA,94522
381,988 Mitchell Terrace,Brooklyn,NY,11254
382,31 Manufacturers Drive,Baton Rouge,LA,70810
383,535 Grayhawk Street,Akron,OH,44329
384,90 Drewry Crossing,Roanoke,VA,24034
385,8728 7th Point,Dayton,OH,45454
386,8 Pawling Lane,Shreveport,LA,71105
387,173 Mockingbird Trail,Topeka,KS,66611
388,329 Dayton Road,Worcester,MA,01654
389,65437 Comanche Alley,Brooklyn,NY,11215
390,12481 Briar Crest Parkway,El Paso,TX,79989
391,567 Towne Plaza,Syracuse,NY,13224
392,69472 Mayer Drive,Miami,FL,33261
393,014 Melby Avenue,Jackson,MS,39216
394,24 Rockefeller Park,Lansing,MI,48912
395,8747 Elmside Point,Saint Louis,MO,63167
396,855 Loomis Park,Largo,FL,33777
397,7208 Del Sol Junction,Houston,TX,77010
398,5 Clarendon Way,Austin,TX,78737
399,5208 Prentice Crossing,Philadelphia,PA,19141
400,1032 Eggendart Point,Los Angeles,CA,90076
401,800 Hudson Park,Newark,DE,19725
402,6 Dennis Road,Milwaukee,WI,53285
403,5926 Boyd Point,West Palm Beach,FL,33405
404,61 Ilene Circle,Lynchburg,VA,24503
405,6 Morningstar Way,Yakima,WA,98907
406,83902 Westend Avenue,Washington,DC,20557
407,7 Golden Leaf Parkway,Rochester,NY,14646
408,9 Pine View Plaza,New Brunswick,NJ,08922
409,790 Prairie Rose Crossing,Lake Charles,LA,70616
410,025 Goodland Avenue,Seattle,WA,98148
411,85 Red Cloud Junction,Washington,DC,20566
412,4385 Buena Vista Crossing,Washington,DC,20057
413,9925 Hallows Crossing,Cape Coral,FL,33915
414,64 Oak Lane,Lansing,MI,48956
415,4 Prentice Center,Young America,MN,55551
416,19691 Knutson Trail,Richmond,VA,23260
417,1 Utah Circle,Berkeley,CA,94712
418,71194 Muir Center,Jamaica,NY,11436
419,9 Riverside Circle,Hollywood,FL,33028
420,33 Pankratz Way,Omaha,NE,68117
421,0 Sommers Junction,Sacramento,CA,95823
422,96649 Eggendart Hill,Sacramento,CA,94230
423,6604 Sachtjen Road,Van Nuys,CA,91411
424,829 Alpine Alley,Honolulu,HI,96825
425,04312 Towne Point,Colorado Springs,CO,80905
426,651 Becker Point,Knoxville,TN,37919
427,3395 Stuart Pass,Arvada,CO,80005
428,69 Crowley Pass,Worcester,MA,01654
429,29 Susan Way,Cincinnati,OH,45208
430,61 Ridgeview Alley,Cleveland,OH,44130
431,28615 Fremont Terrace,El Paso,TX,79994
432,360 Old Shore Lane,New York City,NY,10131
433,66891 Elgar Pass,Orlando,FL,32825
434,1 Garrison Trail,Long Beach,CA,90847
435,86 Pepper Wood Avenue,Des Moines,IA,50981
436,5 Clyde Gallagher Drive,Fort Lauderdale,FL,33305
437,344 Fordem Place,Waterloo,IA,50706
438,4133 Bayside Junction,Flint,MI,48550
439,4755 Upham Hill,San Antonio,TX,78278
440,4379 Eggendart Point,Cleveland,OH,44118
441,211 Tomscot Crossing,Springfield,IL,62794
442,75851 Dwight Center,Gary,IN,46406
443,0397 Colorado Crossing,Louisville,KY,40250
444,81 7th Alley,Torrance,CA,90510
445,12084 Columbus Alley,Rochester,NY,14639
446,55966 Mosinee Junction,Louisville,KY,40287
447,24945 Erie Court,Newton,MA,02162
448,695 Dwight Avenue,Alexandria,VA,22333
449,18840 Pepper Wood Crossing,Bloomington,IN,47405
450,8615 Mockingbird Place,New York City,NY,10029
451,291 8th Pass,Oklahoma City,OK,73147
452,59204 Straubel Alley,Kansas City,MO,64109
453,66021 Randy Point,Fort Lauderdale,FL,33355
454,62979 Manley Terrace,Beaumont,TX,77705
455,8905 Forest Dale Junction,Sarasota,FL,34233
456,184 Grayhawk Center,Detroit,MI,48242
457,0437 Towne Center,Chicago,IL,60691
458,46091 Crowley Lane,Hialeah,FL,33013
459,19 Fieldstone Park,Oklahoma City,OK,73152
460,64570 Caliangt Park,Harrisburg,PA,17121
461,2 Oak Lane,Delray Beach,FL,33448
462,402 Shoshone Crossing,Las Vegas,NV,89105
463,71982 Grover Hill,Fort Worth,TX,76110
464,2 Northridge Pass,Topeka,KS,66606
465,93 Donald Pass,Philadelphia,PA,19146
466,657 Maple Wood Junction,Bronx,NY,10469
467,73 Comanche Street,Boise,ID,83732
468,930 Calypso Center,Springfield,IL,62711
469,34863 Old Shore Lane,Des Moines,IA,50305
470,880 Jana Road,Lexington,KY,40581
471,98 Manufacturers Trail,Sacramento,CA,94245
472,74443 Hanover Center,San Antonio,TX,78265
473,8 Jay Circle,San Diego,CA,92110
474,75 Scott Avenue,Kansas City,MO,64125
475,5 Bonner Park,Newark,NJ,07195
476,2397 Hooker Avenue,Rockville,MD,20851
477,271 Main Junction,El Paso,TX,88584
478,2 Cascade Street,Fort Worth,TX,76105
479,1 Lakewood Center,Inglewood,CA,90398
480,5 Weeping Birch Parkway,Philadelphia,PA,19131
481,53 Thompson Parkway,Lincoln,NE,68531
482,8193 Leroy Pass,Chesapeake,VA,23324
483,3588 Waxwing Place,Honolulu,HI,96820
484,8 Butternut Road,Washington,DC,20205
485,976 Bonner Crossing,Decatur,IL,62525
486,943 Dwight Crossing,Van Nuys,CA,91406
487,55 Knutson Junction,Oklahoma City,OK,73104
488,1 Memorial Circle,Shreveport,LA,71130
489,48383 Thackeray Center,San Diego,CA,92196
490,41341 Summer Ridge Place,Amarillo,TX,79176
491,87 Erie Avenue,Fredericksburg,VA,22405
492,60929 Ramsey Center,Woburn,MA,01813
493,74105 Buena Vista Way,Marietta,GA,30061
494,92229 Kinsman Circle,Nashville,TN,37250
495,7 8th Terrace,Spartanburg,SC,29319
496,22531 Arapahoe Center,Springfield,MA,01129
497,8566 Sage Hill,Newark,NJ,07104
498,5 American Pass,Rockford,IL,61110
499,068 Autumn Leaf Park,Lubbock,TX,79415
500,3783 Veith Crossing,Saint Petersburg,FL,33705
501,57570 Logan Crossing,San Antonio,TX,78225
502,9 7th Park,Springfield,IL,62705
503,76501 Evergreen Alley,Pueblo,CO,81005
504,4 Corry Pass,Lexington,KY,40586
505,61258 Mifflin Circle,Albany,NY,12237
506,3 Mcguire Junction,Philadelphia,PA,19125
507,72 Birchwood Circle,Louisville,KY,40280
508,4 5th Center,White Plains,NY,10606
509,7 Cherokee Plaza,Trenton,NJ,08603
510,73558 Artisan Junction,Kent,WA,98042
511,5978 Debra Junction,Columbia,MO,65211
512,8 Carey Parkway,Jamaica,NY,11447
513,546 Linden Drive,Utica,NY,13505
514,4058 Dayton Junction,Philadelphia,PA,19093
515,3025 Maple Alley,Tampa,FL,33620
516,82 Anhalt Hill,Boynton Beach,FL,33436
517,0 Quincy Plaza,Honolulu,HI,96825
518,82 Miller Street,Memphis,TN,38126
519,4801 Texas Pass,Kalamazoo,MI,49048
520,23871 Memorial Drive,Minneapolis,MN,55423
521,39 Texas Terrace,Migrate,KY,41905
522,66874 Summerview Road,Washington,DC,20392
523,9324 Pankratz Hill,Southfield,MI,48076
524,8475 Amoth Way,Vero Beach,FL,32964
525,55271 Towne Point,Orlando,FL,32803
526,667 Tennessee Drive,Nashville,TN,37215
527,9 Sunfield Terrace,Houston,TX,77266
528,46305 Sage Junction,Wichita,KS,67230
529,486 Gerald Hill,Mesquite,TX,75185
530,6 Goodland Way,Fort Worth,TX,76162
531,3797 Esch Park,Fort Worth,TX,76110
532,14 Melvin Alley,New York City,NY,10131
533,69 Graceland Drive,Minneapolis,MN,55470
534,0624 Sunfield Pass,El Paso,TX,88558
535,582 Towne Park,North Hollywood,CA,91616
536,1868 Ilene Point,Brea,CA,92822
537,63 Dovetail Pass,Mesa,AZ,85205
538,233 Thackeray Crossing,Saint Paul,MN,55114
539,6681 Hooker Pass,Akron,OH,44315
540,7 4th Junction,Evansville,IN,47719
541,41 Stone Corner Street,Warren,MI,48092
542,8 Messerschmidt Junction,Largo,FL,33777
543,9 Moose Place,Tyler,TX,75710
544,1273 Chive Center,Mesa,AZ,85210
545,9794 Lakeland Court,Chicago,IL,60691
546,20267 Macpherson Circle,Washington,DC,20244
547,5 Charing Cross Street,Panama City,FL,32405
548,674 Loeprich Drive,Milwaukee,WI,53285
549,68997 Portage Terrace,San Diego,CA,92196
550,641 Clemons Avenue,Colorado Springs,CO,80910
551,3726 Tony Hill,Shreveport,LA,71105
552,6034 Eggendart Parkway,Washington,DC,56944
553,89 Algoma Way,Lincoln,NE,68517
554,60550 Kim Lane,San Francisco,CA,94105
555,4 Prentice Road,Houston,TX,77005
556,538 Thackeray Court,Dallas,TX,75265
557,5809 Fairview Junction,Dallas,TX,75323
558,4720 Holmberg Parkway,Longview,TX,75605
559,72 Moulton Alley,Bakersfield,CA,93386
560,65 Washington Terrace,Houston,TX,77228
561,42 Sundown Park,Hayward,CA,94544
562,09805 Dottie Pass,Asheville,NC,28815
563,5 Sauthoff Junction,El Paso,TX,88558
564,921 Elmside Court,Louisville,KY,40266
565,0005 8th Court,Kansas City,MO,64187
566,23916 Bobwhite Court,Champaign,IL,61825
567,1671 Forest Run Crossing,Concord,CA,94522
568,6169 Dunning Hill,Memphis,TN,38119
569,1 Green Street,Helena,MT,59623
570,6477 Dixon Center,Topeka,KS,66642
571,54681 Kropf Way,Phoenix,AZ,85015
572,7 Toban Alley,Louisville,KY,40287
573,1577 Packers Place,Arvada,CO,80005
574,6 Meadow Valley Place,Boise,ID,83732
575,96702 Westerfield Crossing,San Antonio,TX,78235
576,8224 Granby Drive,Topeka,KS,66642
577,1556 Sage Hill,Phoenix,AZ,85025
